Borough,District,Building Code,DBN,School Name,SchoolFood Code,Breakfast Before Bell ADP             FY18,Breakfast Before Bell ADP             FY19,"Breakfast In Classroom ADP (where available - see ""Key"" tab)           FY18","Breakfast In Classroom ADP (where available - see ""Key"" tab)           FY19",Breakfast Before Bell (Y = breakfast before bell in Any Part of DBN)          FY18,Breakfast Before Bell (Y = breakfast before bell in Any Part of DBN)           FY19,Breakfast In Classroom Offered (Y = BIC in Any Part of DBN)                      FY18,Breakfast In Classroom Offered (Y = BIC in Any Part of DBN)                      FY19,Grab & Go Offered (Y = G&G in Any Part of DBN)                       FY18,Grab & Go Offered (Y = G&G in Any Part of DBN)                       FY19,Lunches ADP            FY18,Lunches ADP            FY19,Salad bar  (Y = Salad Bar offered in building)                 FY18,Salad bar  (Y = Salad Bar offered in building)                 FY19,Snacks ADP            FY18,Snacks ADP            FY19,Suppers ADP            FY18,Suppers ADP            FY19
K,20,K664,20K768,Pre-K Center at 58 Street,20675,51,55,,,true,,,,,,51,55,,,,,,
K,20,K747,20K768,Pre-K Center at St. Frances Cabrini,20676,230,195,,,true,,,,,,228,194,,,,22,,
K,20,K560,20K768,Pre-K Center at 550 59 Street - Brooklyn,20678,159,161,,,true,,,,,,159,162,,,4,,,
K,20,K989,20K104,P.S./I.S. 104 The Fort Hamilton School,20815,114,114,,,true,true,true,,true,true,195,170,,true,,,,
K,20,K164,75K077,P.S. K077,20819,63,62,,,true,,,,,,53,61,,,,,,
K,20,K192,75K036,P.S. 36,20827,44,43,,,true,,,,,,45,46,true,true,,,,
K,20,K940,20K030,PS/IS 30 Annex,20830,64,64,,,true,,,,,,205,206,,,80,57,,
K,20,K491,20K768,Pre-K Center at 2165 71 Street,20840,88,88,,,true,,,,,,88,88,,,,6,,
K,20,KAET,20N713,D. & G. Kaloidis Parochial School,20851,57,59,,,true,true,,,,,48,51,,,,,,
K,20,K807,75K370,P.S. 370,20863,21,24,,,true,,,,,,22,26,true,true,,,,
K,20,K453,20K768,PRE-K CENTER @8501 5TH AVENUE - BROOKLYN,20868,18,17,,,true,,,,,,18,17,,,,,,
K,20,K445,75K370,P.S. 370,20872,2,2,,,true,,,,,,2,2,true,true,,,,
K,20,KAIH,20N704,OUR LADY OF PERPETUAL HELP CATHOLIC ACADEMY OF BROOKLYN,20906,26,21,,,true,true,,,,,46,48,,,,,,
K,20,KCAO,75K721,P.S. K721 - Brooklyn Occupational Training Center,20919,10,11,,,true,,,,true,,10,11,,,,,,
K,20,KBPU,20K700,OUR SAVIOUR'S LUTHERAN PRESCHOOL,20966,68,67,,,true,true,,,,,76,67,,,,,,
K,20,K678,20K768,Pre-K Center at 62 Street,20968,43,121,,,true,,,,,,43,120,,,,10,,
K,20,K613,20K768,Pre-K Center at 93rd Street - Brooklyn,20969,,68,,,true,,,,,,,67,,,,,,
K,20,K971,20K971,P.S. 971,20971,218,187,1,1,true,true,true,true,,true,228,209,true,true,172,120,112,96
K,20,K485,79M984,LYFE [Babies],20984,4,4,,,true,,,,,,5,4,true,true,,,,
K,21,KACW,21N011,Block Institute School,21031,132,137,,,true,true,,,,,119,122,,,,,,
K,21,K410,75K053,P.S. K053,21053,4,4,,,true,,,,,,5,5,true,true,,,,
K,21,K090,21K090,P.S. 90 Edna Cohen School,21090,352,239,1,1,true,true,true,true,,true,420,364,true,true,105,140,143,66
K,21,K095,21K095,P.S. 095 The Gravesend,21095,189,190,,,true,true,,true,,,672,691,true,true,103,83,111,134
K,21,K096,21K096,I.S. 096 Seth Low,21096,103,90,,,true,true,,,,,511,478,true,true,99,88,71,16
K,21,K097,21K097,P.S. 97 The Highlawn,21097,155,145,,,true,true,,,,,645,649,true,true,214,187,138,85
K,21,K043,21K098,I.S. 98 Bay Academy,21098,146,158,,,true,true,,,,,856,854,true,true,107,113,41,32
K,21,K099,21K099,P.S. 099 Isaac Asimov,21099,118,109,,,true,true,,true,,true,601,596,true,true,91,53,,
K,21,K100,21K100,P.S. 100 The Coney Island School,21100,124,209,,,true,true,,,,,481,525,true,true,57,65,,
K,21,K101,21K101,P.S. 101 The Verrazano,21101,205,215,,,true,true,,,,,773,775,true,true,27,,74,77
K,21,K121,21K121,P.S. 121 Nelson A. Rockefeller,21121,109,105,,,true,true,,true,,,223,243,true,true,93,65,,
K,21,K128,21K128,P.S. 128 Bensonhurst,21128,136,120,,,true,true,true,true,true,true,382,409,true,true,80,90,,
K,21,K153,21K153,P.S. 153 Homecrest,21153,169,164,,,true,true,true,true,true,true,453,461,true,true,172,135,133,134
K,21,K400,21K468,Kingsborough Early College School,21168,75,73,,,true,true,,,,,208,218,true,true,46,56,,
K,21,K177,21K177,P.S. 177 The Marlboro,21177,282,266,,,true,true,true,true,true,true,811,763,true,true,127,129,,
K,21,K188,21K188,P.S. 188 Michael E. Berdy,21188,190,254,,,true,true,true,true,,,329,299,true,true,61,40,108,64
K,21,K199,21K199,P.S. 199 Frederick Wachtel,21199,111,122,,,true,true,,,,,435,446,true,true,74,68,,
K,21,K209,21K209,P.S. 209 Margaret Mead,21209,157,157,,,true,true,,,,,532,530,true,true,,,143,71
K,21,K212,21K212,P.S. 212 Lady Deborah Moody,21212,1,1,202,202,true,true,true,true,true,true,522,566,true,true,139,173,,
K,21,K215,21K215,P.S. 215 Morris H. Weiss,21215,231,199,,,true,true,,,,,628,558,true,true,71,144,109,94
K,21,K216,21K216,P.S. 216 Arturo Toscanini,21216,194,151,,,true,true,,,,,497,488,true,true,104,88,49,
K,21,K225,21K225,P.S. K225 - The Eileen E. Zaglin,21225,90,85,,,true,true,,,,,619,602,true,true,157,58,186,115
K,21,K226,21K226,P.S. 226 Alfred De B.Mason,21226,212,190,,,true,true,,,,,757,719,true,true,85,133,121,46
K,21,K228,21K228,I.S. 228 David A. Boody,21228,434,193,,,true,true,,,,,1001,1103,true,true,159,156,12,
K,21,K215,75K231,P.S. K231,21231,31,26,,,true,,,,true,true,31,26,true,true,,,,
K,21,K238,21K238,P.S. 238 Anne Sullivan,21238,141,129,,,true,true,,true,,true,485,468,true,true,,42,36,
K,21,K239,21K239,Mark Twain I.S. 239 for the Gifted & Talented,21239,113,106,,,true,true,,,,,548,496,true,true,41,46,,
K,21,K253,21K253,P.S. 253,21253,167,174,,,true,true,,,,,700,730,true,true,112,108,,
K,21,K721,21K690,Brooklyn Studio Secondary School,21280,33,32,,,true,true,,,,,212,232,true,true,57,67,48,
K,21,K281,21K281,I.S. 281 Joseph B Cavallaro,21281,111,110,,,true,true,,,,,875,821,true,true,,,122,127
K,21,K288,21K288,P.S. 288 The Shirley Tanyhill,21288,268,226,,,true,true,,,,,486,440,true,true,50,54,72,96
K,21,K303,21K303,I.S. 303 Herbert S. Eisenberg,21303,200,162,,,true,true,,,,,483,497,true,true,88,87,,
K,21,K329,21K329,P.S. 329 Surfside,21329,297,294,,,true,true,true,true,,,333,315,true,true,33,32,122,114
K,21,K303,21K344,Rachel Carson School for Coastal Stu,21344,49,53,,,true,true,,,,,367,327,true,true,48,,,
K,21,K400,21K348,High School of Sports Management,21348,34,28,,,true,true,,,,,118,89,true,true,28,26,,
K,21,K100,75K370,P.S. 370,21370,46,45,,,true,,,,,,47,47,true,true,,,,
K,21,K410,21K411,Abraham Lincoln YABC,21411,,,,,,,,,,,40,28,true,true,,,,
K,21,K410,21K410,Abraham Lincoln High School,21501,90,100,,,true,true,,,,,669,631,true,true,,,,
K,21,K540,21K540,John Dewey High School,21506,267,283,,,true,true,,,,,762,681,true,true,64,69,81,67
K,21,K728,21K728,Liberation Diploma Plus,21528,30,28,,,true,true,,,,,40,61,,,,,,
K,21,K400,21K337,International HS at Lafayette,21531,70,61,,,true,true,,,,,233,213,true,true,54,47,,
K,21,KBXG,75K053,P053K @ Brooklyn School for Career Development,21544,6,6,,,true,,,,,,6,6,,,,,,
K,21,K535,22K535,Leon M. Goldstein High School for the Sciences,21550,90,85,,,true,true,,,,,285,269,true,true,6,,,
K,21,K620,21K620,William E. Grady Career and Technical Education High School,21559,79,85,,,true,true,,,,,172,161,true,true,,,11,
K,21,K400,21K559,Life Academy High School for Film and Music,21560,19,18,,,true,true,,,,,101,80,true,true,,,,
K,21,K525,21K525,Edward R. Murrow High School,21565,612,547,,,true,true,,,,,1300,1166,true,true,59,77,,
K,21,K400,21K572,Expeditionary Learning School for Community Leaders,21572,38,27,,,true,true,,,,,122,112,true,true,,,,
K,21,K597,21K840,Pre-K Center at 2202 60th Street,21640,76,68,,,true,,,,,,78,68,,,,,,
K,21,K787,21K840,Pre-K Center at 1215 Avenue X,21641,24,24,,,true,,,,,,51,57,,,,,,
K,21,K662,21K840,Pre-K Center at Avenue W,21642,25,35,,,true,,,,,,25,34,,,,,,
K,21,K721,75K771,P.S. K771,21671,15,14,,,true,,,,,,16,14,true,true,,,,
K,21,K281,75K811,P.S. K811 Connie Lekas School,21811,4,3,,,true,,,,,,6,5,true,true,,,,5
K,21,K525,75K811,P.S. K811 Connie Lekas School,21812,8,10,,,true,,,,,,10,11,true,true,,,6,4
K,21,K540,75K721,P.S. K721 @ John Dewey HS,21821,12,11,,,true,,,,true,,15,11,true,true,,,,
K,21,K238,75K231,P231K @ PS 238K,21832,70,73,,,true,,,,true,true,71,73,true,true,,,27,27
K,21,K722,75K721,P.S. K721 - Brooklyn Occupational Training Center,21834,259,263,,,true,,,,true,,283,282,true,true,45,42,,
K,21,KCAQ,75K721,P.S. K721 - Brooklyn Occupational Training Center,21840,9,7,,,true,,,,true,,10,8,true,,,,,
K,21,K225,75K771,P.S. K771,21841,89,95,,,true,,,,,,95,102,true,true,17,17,,
K,21,K687,21K840,Pre-K Center at Bouck Court - Brooklyn,21845,60,59,,,true,,,,,,61,59,,,,,,
K,21,K535,75K053,P.S. K053 @ Kingsboro HS,21854,28,28,,,true,,,,,,31,32,true,true,,,12,
K,21,K014,75K771,ERROR: #N/A,21871,52,,,,true,,,,,,52,,true,true,25,,,
K,21,K620,75K370,P.S. 370,21872,4,3,,,true,,,,,,5,3,true,true,,,,
K,21,K329,75K771,P.S. K771,21873,86,83,,,true,,,,,,86,83,true,true,,,,
K,21,K303,75K771,P771K @ IS 303 Herbert S. Eisenberg,21874,11,12,,,true,,,,,,11,12,true,true,,,,
K,21,K370,75K370,P.S. 370,21884,82,86,,,true,,,,,,84,89,true,true,,,,
K,21,KCLZ,75K721,P721K @ St. Joachim and Anne Nursing and Rehabilitation Center,21921,10,9,,,true,,,,true,,10,9,,,,,,
K,21,K525,79Q950,Pathways to Graduation @ Edward R. Murrow High School,21951,7,4,,,true,,,,true,true,15,13,true,true,,,,
K,21,KCTS,79Q950,ERROR: #N/A,21953,3,,,,true,,,,true,true,3,,,,,,,
K,21,K410,79Q950,P2G Evening at Abraham Lincoln HS,21954,,,,,true,,,,true,true,,3,,true,,,,
K,21,K620,88K984,ALC- Brighton Academy,21984,18,10,,,true,,,,,,20,10,true,true,,,,
K,22,K395,75K004,P.S. K004,22004,44,46,,,true,,,,,,52,58,,true,,,,
K,22,K014,22K014,J.H.S. 014 Shell Bank,22014,115,53,,,true,true,,,,,317,271,true,true,,,75,45
K,22,K052,22K052,P.S. 052 Sheepshead Bay,22052,2,1,310,310,true,true,true,true,true,true,572,600,,true,,,,
K,22,K078,22K078,J.H.S. 078 Roy H. Mann,22078,94,107,,,true,true,,,,,291,324,true,true,17,,62,32
K,22,K395,22K109,P.S. 109,22109,253,195,,,true,true,,true,,true,471,403,,true,,75,153,55
K,22,K119,22K119,P.S. 119 Amersfort,22119,73,61,,,true,true,true,true,true,true,342,329,,,95,89,,39
K,22,K729,22K207,P.S. 207 Elizabeth G. Leary,22122,61,52,,,true,true,,true,,,165,158,,,,,,
K,22,K139,22K139,P.S. 139 Alexine A. Fenty,22139,270,270,,,true,true,,,,,547,556,true,true,23,34,119,60
K,22,K152,22K152,School of Science & Technology,22152,156,129,,,true,,,,,,394,332,true,true,101,55,126,69
K,22,K193,22K193,P.S. 193 Gil Hodges,22193,288,288,,,true,true,true,true,true,true,507,464,true,true,40,50,111,122
K,22,K194,22K194,P.S. 194 Raoul Wallenberg,22194,12,215,220,220,true,true,true,true,true,true,442,428,,,59,63,116,86
K,22,K195,22K195,P.S. 195 Manhattan Beach,22195,90,91,,,true,true,true,true,true,true,278,290,,,,,,
K,22,K197,22K197,P.S. 197 - The Kings Highway Academy,22197,154,168,,,true,true,,,,,519,584,true,true,111,181,,
K,22,K198,22K198,P.S. 198 Brooklyn,22198,1,,270,270,true,,true,true,true,true,286,273,,true,65,54,43,135
K,22,K203,22K203,P.S. 203 The School for Future Leaders,22203,212,218,,,true,true,,,,,569,557,,,97,99,113,48
K,22,K206,22K206,P.S. 206 Joseph F Lamb,22206,179,133,,,true,true,,true,,,1079,1108,true,true,188,129,157,69
K,22,K207,22K207,P.S. 207 Elizabeth G. Leary,22207,150,153,,,true,true,,true,,,468,486,true,true,90,120,132,44
K,22,K217,22K217,P.S. 217 Colonel David Marcus School,22217,284,277,,,true,true,true,true,true,true,610,655,true,true,36,78,127,87
K,22,K222,22K222,P.S. 222 Katherine R. Snyder,22222,199,177,,,true,true,,,,,484,503,true,true,,104,102,50
K,22,K234,22K234,J.H.S. 234 Arthur W. Cunningham,22234,178,142,,,true,true,,,,,967,905,true,true,133,41,57,65
K,22,K236,22K236,P.S. 236 Mill Basin,22236,128,123,,,true,true,true,true,true,true,250,251,true,true,119,93,106,110
K,22,K240,22K240,Andries Hudde,22240,67,46,,,true,true,,,,,263,239,true,true,56,45,129,71
K,22,K735,22K245,P.S. 245,22245,214,204,,,true,true,true,true,true,true,281,289,true,true,,,,
K,22,K251,22K251,P.S. 251 Paerdegat,22251,135,144,,,true,true,,,,,386,355,true,true,61,21,89,82
K,22,K776,22K152,PS 152 Annex,22252,76,80,,,true,,,,,,205,188,,,31,40,,37
K,22,K254,22K254,P.S. 254 Dag Hammarskjold,22254,2,,182,182,true,,true,true,true,true,548,558,,,66,84,,
K,22,K255,22K255,P.S. 255 Barbara Reing School,22255,110,113,,,true,true,,,,,587,539,,,,,,
K,22,K269,22K269,ERROR: #N/A,22269,114,,,,true,,,,,,217,,true,true,21,,112,
K,22,K277,22K277,P.S. 277 Gerritsen Beach,22277,121,129,,,true,true,true,true,true,true,235,274,true,true,,,,
K,22,K278,22K278,J.H.S. 278 Marine Park,22278,119,128,,,true,true,,,,,631,635,true,true,88,99,12,17
K,22,K312,22K312,P.S. 312 Bergen Beach,22312,3,1,168,168,true,true,true,true,true,true,477,501,true,,27,29,53,95
K,22,K152,22K315,P.S. K315,22315,239,230,,,true,true,,,,,462,449,true,true,32,56,77,72
K,22,K240,22K381,I. S. 381,22381,19,23,,,true,true,,,,,90,126,true,true,76,,59,58
K,22,K425,22K425,James Madison High School,22527,245,229,,,true,true,,,,,999,1068,true,true,57,68,,
K,22,K405,22K405,Midwood High School,22533,424,447,,,true,true,,,,,482,619,true,true,,43,77,59
K,22,K555,22K555,Brooklyn College Academy Annex,22580,20,22,,,true,,,,,,20,14,,,,,,
K,22,K495,22K611,Origins High School,22611,27,38,,,true,true,,,,,130,142,true,true,,,,
K,22,K495,22K630,Professional Pathways High School,22630,1,1,,,true,true,,,,,33,43,true,true,,,,
K,22,ERROR: #N/A,22N703,ERROR: #N/A,22703,,,,,true,true,,,,,,,,,,,,
K,22,K014,75K811,P.S. K811 Connie Lekas School,22811,7,7,,,true,,,,,,7,8,true,true,,,,8
K,22,K555,75K721,P.S. K721 - Brooklyn Occupational Training Center,22821,10,11,,,true,,,,true,,9,10,,,,,,
K,22,KACZ,22N902,United Cerebral Palsy,22833,41,37,,,true,true,,,,,37,32,,,,,,
K,22,K849,22K134,P.S. K134,22836,120,128,,,true,true,,,,,469,488,,,44,38,50,56
K,22,K495,84K738,New Visions Charter HS\Adv Math III,22838,50,47,,,true,true,,,,,160,138,true,true,52,62,,25
K,22,K269,22K361,P.S. 361 East Flatbush Early Childhood School,22846,175,195,,,true,true,,,true,,339,529,,true,,42,82,127
K,22,K765,22K853,Pre-K Center at 1139 Coney Island Avenue,22853,98,110,,,true,,,,,,98,110,,,,,,
K,22,K063,22K853,Pre-K Center at 1340 East 29th Street,22854,52,84,,,true,,,,,,52,84,,,,,,
K,22,K042,22K853,Pre-K Center at 3610 Glenwood Road,22855,42,33,,,true,,,,,,42,33,,,,,,
K,22,K286,75K811,P.S. K811 Connie Lekas School,22860,193,172,,,true,,,,,,219,217,,,,,29,22
K,22,K852,22K326,P.S. 326,22868,136,123,,,true,true,true,true,true,true,162,141,,,24,,,15
K,22,K236,75K771,P.S. K771,22871,46,48,,,true,,,,,,46,53,true,true,,,,
K,22,K555,75K373,P.S. 373 - Brooklyn Transition Center,22874,20,21,,,true,,,,,,20,22,,,,,,
K,22,K338,22K889,PS 889,22889,75,118,,,true,true,,,,,67,106,true,true,26,61,,
K,22,K338,22K890,IS 338,22890,35,45,,,true,true,,,,,94,157,true,true,52,78,,
K,22,KAKW,22N707,Midwood Catholic Academy,22911,13,11,,,true,true,,,,,140,140,,,21,20,,
K,22,ERROR: #N/A,75K721,ERROR: #N/A,22921,,,,,true,,,,true,,,,,,,,,
K,22,K495,84K739,New Visions Charter HS/Humanities 3,22939,45,43,,,true,true,,,,,108,86,true,true,75,,,
K,22,KATQ,22N875,Ucp/Hearst/Pre-School,22941,63,66,,,true,true,,,,,54,57,,,,,,
K,22,KAGZ,22N744,Mary Queen Of Heaven School,22942,,5,,,,true,,,,,46,59,,,,,,
K,22,KAFO,22N703,Good Shepherd School,22949,36,35,,,true,true,,,,,63,87,,,,,,
K,22,K864,84K781,Success Academy Charter East Flatbush Middle School,22981,,39,,,,true,,,,,,54,,,,,,
K,23,K041,23K041,P.S. 041 Francis White,23041,68,57,,,true,true,,true,,,298,239,true,true,,,89,88
K,23,K178,75K077,P.S. K077,23077,33,34,,,true,,,,,,31,34,true,true,,,,
K,23,K137,23K137,P.S./I.S. 137 Rachel Jean Mitchell,23137,,113,159,159,,true,,,,,233,218,true,true,53,37,39,54
K,23,K150,23K150,P.S. 150 Christopher,23150,62,64,,,true,true,true,true,true,true,127,132,true,true,89,52,,55
K,23,K155,23K155,P.S./ I.S. 155 Nicholas Herkimer,23155,123,,,,true,,,,,true,306,310,true,true,86,80,142,59
K,23,K356,23K156,P.S. 156 Waverly,23156,14,,519,519,true,,true,true,,,611,550,true,true,,126,137,32
K,23,K165,23K165,P.S. 165 Ida Posner,23165,113,172,,,true,true,,,,,187,240,true,true,28,27,54,64
K,23,K178,23K178,P.S. 178 Saint Clair Mckelway,23178,142,136,,,true,true,,,,,217,216,true,true,91,51,32,14
K,23,K184,23K184,P.S. 184 Newport,23184,175,143,,,true,true,true,true,,true,371,360,true,true,,,44,16
K,23,K055,23K493,Brooklyn Collegiate: A College Board School,23193,16,9,,,true,true,,,,,89,90,true,,,63,46,
K,23,K271,23K522,Mott Hall IV,23222,32,36,,,true,true,,,,,102,129,true,true,48,24,101,51
K,23,K271,23K644,Eagle Academy for Young Men II,23244,154,136,,,true,true,,,,,269,249,true,true,,,,
K,23,K263,23K323,P.S./I.S. 323,23263,179,206,,,true,true,,,,,448,459,true,true,38,24,108,58
K,23,K284,23K284,"Gregory Jocko Jackson School of Sports, Art and Technology (The)",23284,101,86,,,true,true,,,,,305,227,true,true,378,155,92,20
K,23,K298,23K298,P.S. 298 Dr. Betty Shabazz,23298,3,1,113,113,true,true,true,true,true,true,189,208,true,true,23,26,127,116
K,23,K327,23K327,P.S. 327 Dr. Rose B. English,23327,125,127,,,true,true,,,,,287,242,true,true,102,44,104,88
K,23,K298,23K363,Brownsville Collaborative Middle School,23363,,,55,55,,,,,,true,70,164,true,true,11,,31,31
K,23,K356,23K392,I.S. 392,23392,2,1,140,140,true,true,,,true,,236,209,true,true,,80,64,
K,23,K327,75K396,P.S. K396,23396,178,166,,,true,,,,,,179,166,true,true,,,43,36
K,23,K332,23K401,Christopher Avenue Community School,23401,170,156,,,true,true,,,,,221,230,true,,81,,,39
K,23,K183,23K446,Riverdale Avenue Community School,23446,145,173,,,true,true,,true,,,262,282,true,true,,,61,73
K,23,K275,23K518,Kappa V,23518,69,41,,,true,true,,,,,140,93,true,true,63,34,92,69
K,23,K907,84K757,ERROR: #N/A,23557,25,,,,true,,,,,,99,,true,,,,,
K,23,K907,17K568,Brownsville Academy High School,23568,4,4,,,true,true,,,,,27,24,true,,23,,,16
K,23,K175,23K514,Frederick Douglass Academy VII HS,23593,28,23,,,true,true,,,,,70,57,true,true,29,14,30,15
K,23,K073,23K599,Brooklyn Landmark Elementary School,23599,141,187,,,true,true,,,,,287,303,true,true,47,100,33,37
K,23,K263,75K396,P396K at K263,23623,48,22,,,true,,,,,,49,22,,true,,,8,
K,23,K275,23K643,Brooklyn Democracy Academy,23643,28,24,,,true,true,,,,,43,15,true,true,,,,
K,23,K275,23K647,Metropolitan Diploma Plus High School,23647,3,3,,,true,true,,,,,46,30,true,true,,,,
K,23,K073,23K664,Brooklyn EnvironExploration Sch BEES,23664,40,42,,,true,true,,,,,77,75,true,true,28,51,54,36
K,23,K183,23K668,Riverdale Avenue Middle School,23668,28,25,,,true,true,,,,,78,82,true,true,,31,40,31
K,23,K263,23K671,MOTT HALL BRIDGES ACADEMY,23671,46,35,,,true,true,,,,,129,122,true,true,29,26,18,23
K,23,K175,23K697,Teachers Preparatory HS,23697,42,33,,,true,true,,,,,120,86,true,true,25,30,38,15
K,23,K284,84K711,Leadership Prep Brownville CS-Middle,23811,116,82,,,true,,,,,true,259,214,true,true,,,,
K,23,K055,84K626,ERROR: #N/A,23812,437,,,,true,true,,,true,true,437,,true,,,,,
K,23,K055,84K626,ERROR: #N/A,23813,55,,,,true,true,,,true,true,266,,true,,65,,,
K,23,K271,84K777,Ocean Hill Collegiate Charter School,23836,46,55,,,true,,,,,,218,213,true,true,,,,
K,23,K275,84K711,Leadership Preparatory Brownsville Charter School,23841,254,285,,,true,,,,,true,379,378,true,true,,,,
K,23,K332,84K775,Leadership Preparatory Ocean Hill Charter School,23842,296,243,,,true,,,,,true,338,344,true,,,,,
K,23,K150,84K710,Brownsville Collegiate Charter School,23850,81,84,,,true,true,,,true,true,199,188,true,true,,,,
K,23,K041,23K700,First Step NYC @ PS 41K,23941,84,122,,,true,true,,,,,84,120,true,true,142,270,142,71
K,23,KBJO,79Q950,GED Plus-Fannie Barnes-AHSEP Program,23950,8,7,,,true,,,,true,true,11,10,,,,,,
K,23,K332,84K775,Leadership Prep Ocean Hill Middle CS,23975,120,132,,,true,,,,,true,230,234,true,,,,,
Q,27,Q253,75Q256,P.S. Q256,27858,50,45,,,true,,,,,,50,46,true,true,,,,
Q,24,Q005,24Q005,I.S. 5 - The Walter Crowley Intermediate School,24005,201,197,,,true,true,,,,,1328,1200,true,true,45,47,66,75
Q,24,Q007,24Q007,P.S. 007 Louis F. Simeone,24007,11,19,751,751,true,,,,,,877,812,true,true,103,38,,
Q,24,Q009,75Q009,P.S. 009,24009,115,113,,,true,,,,,,142,145,,,,,,
Q,24,Q012,24Q012,P.S. 012 James B. Colgate,24012,171,165,1,1,true,true,,true,,,1058,1014,true,,153,150,159,69
Q,24,Q013,24Q013,P.S. 013 Clement C. Moore,24013,6,1,1141,1141,true,true,true,true,true,true,1488,1399,true,true,186,107,,
Q,24,Q014,24Q014,P.S. 014 Fairview,24014,9,5,790,790,true,true,,,true,true,1055,1031,true,true,105,157,132,58
Q,24,Q721,24Q016,P.S. Q016 The Nancy DeBenedittis School,24016,9,1,828,828,true,true,,,,,1356,1366,true,true,117,124,,
Q,24,Q019,24Q019,P.S. 019 Marino Jeantet,24019,90,128,1,1,true,true,,,,,1142,1479,,true,50,88,98,93
Q,24,Q028,24Q028,P.S. 28 - The Thomas Emanuel Early Childhood Center,24028,4,,335,335,true,,true,true,,,445,420,true,,31,41,46,
Q,24,Q049,24Q049,P.S. 049 Dorothy Bonawit Kole,24049,105,254,,,true,true,,true,,true,602,641,true,,161,178,,
Q,24,Q058,24Q058,P.S. 58 - School of Heroes,24058,148,,1,1,true,,,true,,true,752,755,true,true,79,98,,90
Q,24,Q061,24Q061,I.S. 061 Leonardo Da Vinci,24061,90,98,,,true,true,,,,,1246,1164,true,true,111,208,96,16
Q,24,Q068,24Q068,P.S. 068 Cambridge,24068,16,,432,432,true,,true,true,,,499,502,true,true,70,39,,
Q,24,Q071,24Q071,P.S. 071 Forest,24071,8,3,491,491,true,true,true,true,true,true,505,525,,,71,52,,
Q,24,Q073,24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,24073,251,234,,,true,true,,,,,1407,1375,true,true,104,162,113,20
Q,24,Q876,75Q075,P075Q @ PS 88Q Annex,24075,48,51,,,true,,,,,true,53,56,true,,,,,
Q,24,Q081,24Q081,P.S. 81Q Jean Paul Richter,24081,5,,458,458,true,,,,true,true,517,494,true,true,166,187,67,47
Q,24,Q087,24Q087,P.S. 087 Middle Village,24087,99,106,,,true,true,,,,,398,374,,,150,144,45,16
Q,24,Q088,24Q088,P.S. 088 Seneca,24088,6,1,562,562,true,true,true,true,,,701,745,true,true,130,134,,56
Q,24,Q089,24Q089,P.S. 089 Elmhurst,24089,29,,1311,1311,true,,true,true,,,1524,1437,true,true,269,282,162,63
Q,24,Q091,24Q091,P.S. 091 Richard Arkwright,24091,,,456,456,,,true,true,,,548,544,true,true,114,112,,
Q,24,Q093,24Q093,I.S. 093 Ridgewood,24093,70,70,,,true,true,,,,,688,630,true,true,105,100,70,18
Q,24,Q102,24Q102,P.S. 102 Bayview,24102,151,311,,,true,true,,true,,true,1029,962,true,true,130,147,,
Q,24,Q315,24Q110,PS 110,24110,6,,493,493,true,,true,true,,,651,723,true,true,297,165,53,119
Q,24,Q113,24Q113,P.S. 113 Isaac Chauncey,24113,122,159,,,true,true,,true,,true,548,564,true,true,72,52,,
Q,24,Q322,24Q014,P.S. 014 Fairview,24114,,1,177,177,true,true,,,true,true,214,162,true,true,,,,
